frame.number,protocol,function,eth.src,eth.dst,ip.src,ip.dst,tcp.flags_ack,tcp.flags_fin,tcp.flags_reset,tcp.flags_syn,tcp.hdr_len,tcp.len,tcp.payload,ip.flags_df,ip.flags_mf,ip.flags_rb,ip.frag_offset,ip.hdr_len,ip.len,ip.ttl,ip.checksum,tcp.checksum,tcp.dstport,tcp.srcport,udp.checksum,udp.dstport,udp.length,udp.payload,udp.srcport,pn_rt.cycle_counter,ground_truth
1106528,Profinet,DCE RPC WRITE RESPONSE,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,172.16.106.24,172.16.106.11,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4de2,0,0,0,0xbb57,53428,172,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:05:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:01:00:00:00:00:40:00:00:00:44:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:03:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,49152,0,0
1177624,ARP,REQUEST,28:63:36:9a:90:b3,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429599,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429603,ARP,REPLY,ac:64:17:35:60:50,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437121,ARP,REQUEST,28:63:36:9a:90:b3,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437125,ARP,REPLY,ac:64:17:35:60:50,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442896,ARP,REQUEST,28:63:36:a9:ac:eb,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442902,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:ac:eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515837,ARP,REQUEST,28:63:36:a9:de:e6,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515840,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:de:e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911051,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911052,ARP,REPLY,ac:64:17:35:60:50,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918574,ARP,REPLY,ac:64:17:35:60:50,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929126,ARP,REQUEST,28:63:36:a9:ac:eb,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929128,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:ac:eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002049,ARP,REQUEST,28:63:36:a9:de:e6,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002052,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:de:e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185398,ARP,REPLY,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185401,Profinet,DCE RPC WRITE REQUEST,28:63:36:9a:90:b3,54:e3:b0:00:55:b1,172.16.106.11,172.16.106.24,0,0,0,0,0,0,0,False,False,False,0,20,196,64,0x8b09,0,0,0,0x716e,49152,176,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:06:00:00:00:03:00:ff:ff:ff:ff:58:00:00:00:00:00:44:00:00:00:44:00:00:00:44:00:00:00:00:00:00:00:44:00:00:00:00:08:00:3c:01:00:00:04:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:80:00:00:e3,53428,0,0
2185418,Profinet,DCE RPC WRITE RESPONSE,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,172.16.106.24,172.16.106.11,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4de1,0,0,0,0xba56,53428,172,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:06:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:01:00:00:00:00:40:00:00:00:44:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:04:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,49152,0,0
2225564,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392514,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392520,ARP,REPLY,ac:64:17:35:60:50,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400029,ARP,REPLY,ac:64:17:35:60:50,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415336,ARP,REQUEST,28:63:36:a9:ac:eb,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415337,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:ac:eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496352,ARP,REQUEST,28:63:36:a9:de:e6,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496358,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:de:e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873960,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873962,ARP,REPLY,ac:64:17:35:60:50,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881482,ARP,REPLY,ac:64:17:35:60:50,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901557,ARP,REQUEST,28:63:36:a9:ac:eb,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901560,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:ac:eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990697,ARP,REQUEST,28:63:36:a9:de:e6,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990700,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:de:e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997421,ARP,REQUEST,18:db:f2:38:71:39,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013461,ARP,REQUEST,18:db:f2:38:71:39,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029494,ARP,REQUEST,18:db:f2:38:71:39,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102988,ARP,REQUEST,18:db:f2:38:71:39,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102994,ARP,REPLY,28:63:36:a9:de:e6,18:db:f2:38:71:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102996,0,0,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,False,False,False,True,40,0,0,True,False,False,0,20,60,64,0x341a,0x32c4,102,44536,0,0,0,0,0,0,1
3103012,0,0,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,True,24,0,0,False,False,False,0,20,44,30,0x6e43,0x5dd7,44536,102,0,0,0,0,0,0,1
3103014,0,0,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,0,0,True,False,False,0,20,40,64,0x342d,0x1384,102,44536,0,0,0,0,0,0,1
3103015,S7,PLUS_REQUEST,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,22,03:00:00:16:11:e0:00:00:00:01:00:c0:01:0a:c1:02:01:00:c2:02:01:00,True,False,False,0,20,62,64,0x3416,0x779f,102,44536,0,0,0,0,0,0,1
3103047,S7,PLUS_RESPONSE,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,22,03:00:00:16:11:d0:00:01:00:03:00:c0:01:0a:c1:02:01:00:c2:02:01:00,False,False,False,0,20,62,30,0x6e30,0xd9a6,44536,102,0,0,0,0,0,0,1
3103050,0,0,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,0,0,True,False,False,0,20,40,64,0x342b,0x1358,102,44536,0,0,0,0,0,0,1
3103053,S7,OPEN CONNECTION,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,25,03:00:00:19:02:f0:80:32:01:00:00:00:00:00:08:00:00:f0:00:00:01:00:01:01:e0,True,False,False,0,20,65,64,0x3411,0xa109,102,44536,0,0,0,0,0,0,1
3103082,S7,OPEN CONNECTION,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,27,03:00:00:1b:02:f0:80:32:03:00:00:00:00:00:08:00:00:00:00:f0:00:00:01:00:01:00:f0,False,False,False,0,20,67,30,0x6e2a,0xf0fd,44536,102,0,0,0,0,0,0,1
3103091,S7,DOWNLOAD REQUEST,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,49,03:00:00:31:02:f0:80:32:01:00:00:01:00:00:20:00:00:1a:00:01:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50:0d:31:30:30:30:31:34:30:30:30:30:30:32:38,True,False,False,0,20,89,64,0x33f8,0xc87b,102,44536,0,0,0,0,0,0,1
3103116,S7,DOWNLOAD REQUEST,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,20,03:00:00:14:02:f0:80:32:03:00:00:01:00:00:01:00:00:00:00:1a,False,False,False,0,20,60,30,0x6e30,0xea95,44536,102,0,0,0,0,0,0,1
3103133,S7,DOWNLOAD,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,35,03:00:00:23:02:f0:80:32:01:00:00:01:00:00:12:00:00:1b:00:00:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50,False,False,False,0,20,75,30,0x6e20,0x9397,44536,102,0,0,0,0,0,0,1
3103141,0,0,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,0,0,True,False,False,0,20,40,64,0x3428,0x12bc,102,44536,0,0,0,0,0,0,1
3103142,S7,DOWNLOAD,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,165,03:00:00:a5:02:f0:80:32:03:00:00:01:00:00:02:00:90:00:00:1b:00:00:8c:00:fb:70:70:01:01:03:08:00:01:00:00:00:8c:00:00:00:00:01:d9:eb:73:31:3d:03:a1:63:83:21:a7:00:1c:00:0c:00:14:00:1c:00:90:00:88:41:20:00:88:00:10:00:88:41:21:00:88:30:07:ff:ff:7e:26:00:88:00:00:65:00:01:00:00:14:00:00:00:02:05:02:05:02:05:02:05:02:05:02:05:05:05:05:05:05:05:0e:05:20:04:00:08:00:08:00:0a:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:01:00:00:00:00:00:00:00:00:00:00:00,True,False,False,0,20,205,64,0x3382,0xa621,102,44536,0,0,0,0,0,0,1
3103344,S7,DOWNLOAD END,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,35,03:00:00:23:02:f0:80:32:01:00:00:03:00:00:12:00:00:1c:00:00:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50,False,False,False,0,20,75,30,0x6e1f,0x92cc,44536,102,0,0,0,0,0,0,1
3103352,S7,DOWNLOAD END,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,20,03:00:00:14:02:f0:80:32:03:00:00:03:00:00:01:00:00:00:00:1c,True,False,False,0,20,60,64,0x3412,0x8782,102,44536,0,0,0,0,0,0,1
3103354,S7,PLC CONTROL,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,43,03:00:00:2b:02:f0:80:32:01:00:00:02:00:00:1a:00:00:28:00:00:00:00:00:00:fd:00:0a:01:00:30:38:30:30:30:30:31:50:05:5f:49:4e:53:45,True,False,False,0,20,83,64,0x33fa,0x8dcf,102,44536,0,0,0,0,0,0,1
3103472,0,0,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,True,False,20,0,0,False,False,False,0,20,40,30,0x6e3e,0x73ab,44536,102,0,0,0,0,0,0,1
3103490,0,0,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,False,False,True,False,20,0,0,False,False,False,0,20,40,30,0x6e3d,0xc892,44536,102,0,0,0,0,0,0,1
3249278,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3268153,ARP,REPLY,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3268159,Profinet,DCE RPC WRITE REQUEST,28:63:36:9a:90:b3,54:e3:b0:00:55:b1,172.16.106.11,172.16.106.24,0,0,0,0,0,0,0,False,False,False,0,20,196,64,0x6e53,0,0,0,0x706d,49152,176,04:00:20:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:07:00:00:00:03:00:ff:ff:ff:ff:58:00:00:00:00:00:44:00:00:00:44:00:00:00:44:00:00:00:00:00:00:00:44:00:00:00:00:08:00:3c:01:00:00:05:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:80:00:00:e3,53428,0,1
3268176,Profinet,DCE RPC WRITE RESPONSE,54:e3:b0:00:55:b1,28:63:36:9a:90:b3,172.16.106.24,172.16.106.11,0,0,0,0,0,0,0,False,False,False,0,20,192,64,0x4de0,0,0,0,0xb955,53428,172,04:02:28:00:10:00:00:00:00:00:a0:de:97:6c:d1:11:82:71:00:01:02:00:02:00:01:00:a0:de:97:6c:d1:11:82:71:00:a0:24:42:df:7d:cb:c3:ef:16:00:00:10:10:8d:0e:28:63:36:9a:90:b3:01:00:00:00:01:00:00:00:07:00:00:00:03:00:ff:ff:ff:ff:54:00:00:00:00:01:00:00:00:00:40:00:00:00:44:00:00:00:00:00:00:00:40:00:00:00:80:08:00:3c:01:00:00:05:64:3d:32:87:c5:6f:c9:4d:b2:5d:bd:0b:4a:92:4e:cd:00:00:00:00:00:00:00:01:00:00:10:00:00:00:00:04:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00,49152,0,1
3355449,ARP,REQUEST,ac:64:17:03:4f:c5,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3355456,ARP,REPLY,ac:64:17:35:60:50,ac:64:17:03:4f:c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3362965,ARP,REPLY,ac:64:17:35:60:50,28:63:36:9a:90:b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3387804,ARP,REQUEST,28:63:36:a9:ac:eb,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3387809,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:ac:eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3485057,ARP,REQUEST,28:63:36:a9:de:e6,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3485059,ARP,REPLY,ac:64:17:35:60:50,28:63:36:a9:de:e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3625805,ARP,REQUEST,28:63:36:a9:de:e6,ff:ff:ff:ff:ff:ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3625806,ARP,REPLY,18:db:f2:38:71:39,28:63:36:a9:de:e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3625820,S7,PLUS_REQUEST,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,22,03:00:00:16:11:e0:00:00:00:01:00:c0:01:0a:c1:02:01:00:c2:02:01:00,True,False,False,0,20,62,64,0x9075,0x463a,102,44538,0,0,0,0,0,0,1
3625857,S7,PLUS_RESPONSE,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,22,03:00:00:16:11:d0:00:01:00:03:00:c0:01:0a:c1:02:01:00:c2:02:01:00,False,False,False,0,20,62,30,0x6de3,0xa841,44538,102,0,0,0,0,0,0,1
3625866,S7,OPEN CONNECTION,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,25,03:00:00:19:02:f0:80:32:01:00:00:00:00:00:08:00:00:f0:00:00:01:00:01:01:e0,True,False,False,0,20,65,64,0x9070,0x6fa4,102,44538,0,0,0,0,0,0,1
3625893,S7,OPEN CONNECTION,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,27,03:00:00:1b:02:f0:80:32:03:00:00:00:00:00:08:00:00:00:00:f0:00:00:01:00:01:00:f0,False,False,False,0,20,67,30,0x6ddd,0xbf98,44538,102,0,0,0,0,0,0,1
3625905,S7,DOWNLOAD REQUEST,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,49,03:00:00:31:02:f0:80:32:01:00:00:01:00:00:20:00:00:1a:00:01:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50:0d:31:30:30:30:32:37:30:30:30:30:31:36:30,True,False,False,0,20,89,64,0x9057,0x9d0f,102,44538,0,0,0,0,0,0,1
3625927,S7,DOWNLOAD REQUEST,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,20,03:00:00:14:02:f0:80:32:03:00:00:01:00:00:01:00:00:00:00:1a,False,False,False,0,20,60,30,0x6de3,0xb930,44538,102,0,0,0,0,0,0,1
3625944,S7,DOWNLOAD,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,35,03:00:00:23:02:f0:80:32:01:00:00:05:00:00:12:00:00:1b:00:00:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50,False,False,False,0,20,75,30,0x6dd3,0x622e,44538,102,0,0,0,0,0,0,1
3625955,S7,DOWNLOAD,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,247,03:00:00:f7:02:f0:80:32:03:00:00:05:00:00:02:00:e2:00:00:1b:01:00:de:00:fb:70:70:01:01:03:08:00:01:00:00:01:0e:00:00:00:00:03:1b:7c:3d:32:fa:03:a1:63:83:21:a7:00:1c:00:0a:00:1a:00:a0:ba:00:01:90:00:88:89:01:bf:00:41:60:00:14:10:67:ba:00:a8:01:01:11:00:88:bf:00:41:61:00:14:10:67:c0:64:41:62:00:14:10:67:c1:64:41:63:00:14:10:67:10:03:41:60:00:19:fb:7c:fb:79:00:02:fe:6f:00:15:00:60:00:14:41:50:00:00:00:61:00:14:41:51:00:00:00:62:00:14:41:52:00:00:00:63:00:14:41:53:00:00:fe:0b:84:00:00:00:75:02:fe:6b:00:15:7e:52:00:02:13:02:fb:7c:10:04:00:00:10:01:41:60:00:14:3d:02:70:0b:00:0a:83:00:00:10:82:00:04:40:82:00:04:41:82:00:04:42:10:02:00:00:82:01:41:23:00:88:65:00:01:00:00:14:00:00:00:02:05:02:05:02:05:02:05:02:05:02:05:05:05:05:05:05:05:0e,True,False,False,0,20,287,64,0x8f8f,0x501e,102,44538,0,0,0,0,0,0,1
3625979,S7,DOWNLOAD,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,35,03:00:00:23:02:f0:80:32:01:00:00:07:00:00:12:00:00:1b:00:00:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50,False,False,False,0,20,75,30,0x6dd2,0x6112,44538,102,0,0,0,0,0,0,1
3625982,S7,DOWNLOAD,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,73,03:00:00:49:02:f0:80:32:03:00:00:07:00:00:02:00:34:00:00:1b:00:00:30:00:fb:05:20:03:00:78:00:20:00:06:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:00:01:00:00:00:00:00:00:00:00:00:00:00,True,False,False,0,20,113,64,0x903c,0xd4b5,102,44538,0,0,0,0,0,0,1
3626237,S7,DOWNLOAD END,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,35,03:00:00:23:02:f0:80:32:01:00:00:09:00:00:12:00:00:1c:00:00:00:00:00:00:00:09:5f:30:38:30:30:30:30:31:50,False,False,False,0,20,75,30,0x6dd1,0x60a3,44538,102,0,0,0,0,0,0,1
3626249,S7,DOWNLOAD END,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,20,03:00:00:14:02:f0:80:32:03:00:00:09:00:00:01:00:00:00:00:1c,True,False,False,0,20,60,64,0x9070,0x5559,102,44538,0,0,0,0,0,0,1
3626250,S7,PLC CONTROL,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,43,03:00:00:2b:02:f0:80:32:01:00:00:02:00:00:1a:00:00:28:00:00:00:00:00:00:fd:00:0a:01:00:30:38:30:30:30:30:31:50:05:5f:49:4e:53:45,True,False,False,0,20,83,64,0x9058,0x5bac,102,44538,0,0,0,0,0,0,1
3626351,S7,PLC STOP,18:db:f2:38:71:39,28:63:36:a9:de:e6,172.16.106.199,172.16.106.14,True,False,False,False,20,33,03:00:00:21:02:f0:80:32:01:00:00:03:00:00:10:00:00:29:00:00:00:00:00:09:50:5f:50:52:4f:47:52:41:4d,True,False,False,0,20,73,64,0x9061,0xb8a1,102,44538,0,0,0,0,0,0,1
3626464,S7,PLC STOP,28:63:36:a9:de:e6,18:db:f2:38:71:39,172.16.106.14,172.16.106.199,True,False,False,False,20,20,03:00:00:14:02:f0:80:32:03:00:00:03:00:00:01:00:00:00:00:29,False,False,False,0,20,60,30,0x6ddd,0xb6ee,44538,102,0,0,0,0,0,0,1
3626763,Profinet,ACYCLIC IO ALARM LOW,ac:64:17:03:4f:c5,54:e3:b0:00:55:b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3626764,Profinet,ACYCLIC IO ALARM LOW,28:63:36:9a:90:b3,54:e3:b0:00:55:b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
